Transaction_ID,Date,Customer_ID,Gender,Age,Product_Category,Quantity,Price_per_Unit,Total_Amount,Store_Location,Payment_Method,Customer_Type,Discount_Applied,Final_Amount,Day_of_the_Week,Sales_Representative,Total_Amount_Normalized,Final_Amount_Normalized
602,2023-12-23,CUST602,Female,20,Electronics,1,300,300,Houston,Mobile Payment,VIP,7.61,277.17,Saturday,Russell Dunn,0.1111111111111111,0.1038920507628056
603,2023-07-16,CUST603,Female,40,Clothing,3,30,90,Boston,Mobile Payment,Returning,4.58,85.878,Sunday,Sarah Farley,0.026262626262626262,0.026609769769567564
604,2023-09-11,CUST604,Female,29,Electronics,4,50,200,Los Angeles,Cash,New,17.65,164.7,Monday,Billy Hamilton,0.0707070707070707,0.05845398673864629
605,2023-07-24,CUST605,Male,37,Electronics,2,500,1000,Boston,Debit Card,Returning,13.95,860.5,Monday,David Saunders,0.3939393939393939,0.33955832521121704
606,2023-05-05,CUST606,Male,22,Electronics,1,50,50,New York,Debit Card,VIP,13.22,43.39,Friday,Lisa Riley,0.010101010101010102,0.009444548250420414
607,2023-03-17,CUST607,Male,54,Clothing,3,25,75,San Francisco,Cash,New,9.49,67.88250000000001,Friday,Donna Lewis,0.020202020202020204,0.01933955832521122
608,2023-12-02,CUST608,Female,55,Electronics,3,500,1500,Los Angeles,Debit Card,New,1.09,1483.65,Saturday,Lisa Riley,0.5959595959595959,0.5913119448133765
609,2023-12-19,CUST609,Female,47,Clothing,2,50,100,New York,Debit Card,Returning,3.71,96.29,Tuesday,Joyce Barnes,0.030303030303030304,0.030816234805750964
610,2023-01-03,CUST610,Female,26,Beauty,2,300,600,Houston,Credit Card,New,1.55,590.7,Tuesday,Billy Hamilton,0.23232323232323232,0.23055868376266922
611,2023-02-24,CUST611,Male,51,Beauty,3,500,1500,New York,Credit Card,VIP,18.31,1225.35,Friday,Billy Hamilton,0.5959595959595959,0.4869583221812047
612,2023-08-06,CUST612,Female,61,Electronics,1,500,500,Boston,Cash,Returning,13.42,432.9,Sunday,Kathryn Baker,0.1919191919191919,0.16680722556926353
613,2023-04-23,CUST613,Female,52,Clothing,3,30,90,Houston,Debit Card,New,18.45,73.395,Sunday,Sarah Farley,0.026262626262626262,0.021566617344800244
614,2023-04-01,CUST614,Female,39,Beauty,4,300,1200,Los Angeles,Mobile Payment,New,7.78,1106.64,Saturday,Kevin Mitchell,0.47474747474747475,0.4389992879471162
615,2023-12-23,CUST615,Female,61,Clothing,4,25,100,San Francisco,Cash,Returning,18.94,81.06,Saturday,Terri Reilly,0.030303030303030304,0.024663289886324036
616,2023-09-23,CUST616,Male,41,Clothing,2,50,100,Los Angeles,Credit Card,New,2.18,97.82,Saturday,Nicholas Wolf,0.030303030303030304,0.03143435730914709
617,2023-08-26,CUST617,Male,34,Electronics,1,30,30,Los Angeles,Cash,New,6.51,28.047,Saturday,David Saunders,0.00202020202020202,0.003245951146102142
618,2023-01-26,CUST618,Female,27,Beauty,1,50,50,Boston,Debit Card,Returning,12.91,43.545,Thursday,Donna Lewis,0.010101010101010102,0.009507168504032442
619,2023-10-13,CUST619,Male,47,Electronics,4,25,100,Boston,Credit Card,VIP,6.4,93.6,Friday,Donna Lewis,0.030303030303030304,0.029729470404355134
620,2023-05-08,CUST620,Male,63,Electronics,3,25,75,Boston,Debit Card,VIP,8.01,68.99249999999999,Monday,Kathryn Baker,0.020202020202020204,0.01978800014140057
621,2023-03-04,CUST621,Female,40,Beauty,2,500,1000,Boston,Credit Card,Returning,16.22,837.8,Saturday,Nicholas Wolf,0.3939393939393939,0.3303874880693266
622,2023-08-22,CUST622,Female,49,Beauty,3,25,75,Seattle,Credit Card,New,18.97,60.7725,Tuesday,Sarah Farley,0.020202020202020204,0.016467106691782103
623,2023-03-10,CUST623,Male,34,Clothing,3,50,150,Boston,Mobile Payment,New,17.82,123.27,Friday,Richard Harris,0.050505050505050504,0.04171619895060574
624,2023-08-26,CUST624,Female,34,Beauty,3,300,900,Boston,Credit Card,Returning,17.47,742.77,Saturday,Philip Mcbride,0.35353535353535354,0.2919952125806109
625,2023-12-08,CUST625,Male,31,Clothing,1,300,300,Seattle,Cash,VIP,14.3,257.1,Friday,Wendy Owens MD,0.1111111111111111,0.09578373792413859
626,2023-09-29,CUST626,Female,26,Clothing,4,500,2000,Boston,Mobile Payment,New,3.65,1927.0,Friday,Nicholas Wolf,0.797979797979798,0.7704260702255843
627,2023-10-14,CUST627,Male,57,Clothing,1,50,50,Miami,Debit Card,New,18.75,40.625,Saturday,Wendy Owens MD,0.010101010101010102,0.008327483726309091
628,2023-11-01,CUST628,Female,19,Beauty,4,50,200,Chicago,Debit Card,Returning,14.25,171.5,Wednesday,Lisa Riley,0.0707070707070707,0.061201197864851356
629,2023-06-12,CUST629,Male,62,Electronics,2,25,50,Houston,Debit Card,VIP,1.63,49.185,Monday,Wendy Owens MD,0.010101010101010102,0.011785737732237817
630,2023-08-15,CUST630,Male,42,Clothing,2,50,100,Boston,Debit Card,Returning,15.2,84.8,Tuesday,David Nguyen,0.030303030303030304,0.02617425600573682
631,2023-11-10,CUST631,Male,56,Electronics,3,30,90,Houston,Credit Card,VIP,3.76,86.616,Friday,Lisa Riley,0.026262626262626262,0.026907922977088054
632,2023-09-16,CUST632,Female,26,Electronics,4,25,100,Seattle,Debit Card,Returning,0.79,99.21,Saturday,Lisa Riley,0.030303030303030304,0.03199591958347431
633,2023-08-07,CUST633,Male,39,Beauty,4,30,120,Seattle,Credit Card,New,6.32,112.416,Monday,Lisa Riley,0.03838383838383838,0.03733116519121902
634,2023-10-08,CUST634,Male,60,Electronics,4,500,2000,Miami,Cash,Returning,10.64,1787.1999999999998,Sunday,Wendy Owens MD,0.797979797979798,0.7139466414838979
635,2023-08-17,CUST635,Female,63,Electronics,3,300,900,Houston,Cash,Returning,6.79,838.89,Thursday,Joyce Barnes,0.35353535353535354,0.33082784985279184
636,2023-03-23,CUST636,Female,21,Beauty,3,500,1500,New York,Debit Card,VIP,8.91,1366.35,Thursday,Tara Herrera,0.5959595959595959,0.5439225528863391
637,2023-09-01,CUST637,Male,43,Clothing,2,300,600,Chicago,Debit Card,VIP,16.07,503.58,Friday,Richard Harris,0.23232323232323232,0.19536206121634792
638,2023-08-19,CUST638,Male,46,Electronics,1,500,500,Los Angeles,Credit Card,New,11.36,443.2,Saturday,Lisa Riley,0.1919191919191919,0.1709684424221918
639,2023-05-13,CUST639,Female,62,Beauty,4,50,200,San Francisco,Credit Card,VIP,6.14,187.72,Saturday,Steven Ramsey,0.0707070707070707,0.06775410440412284
640,2023-05-07,CUST640,Female,51,Electronics,4,30,120,San Francisco,Debit Card,Returning,0.56,119.328,Sunday,Russell Dunn,0.03838383838383838,0.040123624500679224
641,2023-11-23,CUST641,Female,40,Electronics,1,300,300,Miami,Cash,VIP,4.82,285.54,Thursday,Terri Reilly,0.1111111111111111,0.10727354445785506
642,2023-05-22,CUST642,Female,54,Clothing,4,25,100,New York,Cash,New,5.39,94.61,Monday,Tara Herrera,0.030303030303030304,0.03013751205692383
643,2023-09-24,CUST643,Female,28,Electronics,3,30,90,Houston,Debit Card,VIP,10.01,80.991,Sunday,Nicholas Wolf,0.026262626262626262,0.02463541377342578
644,2023-09-06,CUST644,Male,23,Beauty,3,25,75,Chicago,Credit Card,Returning,7.15,69.6375,Wednesday,Richard Harris,0.020202020202020204,0.020048581196753845
645,2023-11-17,CUST645,Female,35,Electronics,4,30,120,Houston,Credit Card,New,13.57,103.716,Friday,Wendy Owens MD,0.03838383838383838,0.03381635095622137
646,2023-05-03,CUST646,Male,38,Clothing,3,30,90,New York,Debit Card,VIP,14.93,76.563,Wednesday,Kathryn Baker,0.026262626262626262,0.022846494528302837
647,2023-05-21,CUST647,Male,59,Clothing,3,500,1500,New York,Mobile Payment,Returning,19.33,1210.05,Sunday,Joyce Barnes,0.5959595959595959,0.48077709714724337
648,2023-08-14,CUST648,Male,53,Beauty,4,300,1200,Los Angeles,Mobile Payment,New,12.73,1047.24,Monday,Lisa Riley,0.47474747474747475,0.4150015907564425
649,2023-02-09,CUST649,Female,58,Clothing,2,300,600,New York,Debit Card,New,4.49,573.06,Thursday,Joyce Barnes,0.23232323232323232,0.22343209489998428
650,2024-01-01,CUST650,Male,55,Electronics,1,30,30,San Francisco,Cash,Returning,7.7,27.69,Monday,Terri Reilly,0.00202020202020202,0.003101722561976377
651,2023-05-27,CUST651,Male,51,Clothing,3,50,150,Chicago,Cash,New,15.89,126.165,Saturday,Benjamin Martinez,0.050505050505050504,0.042885783687423934
652,2023-05-01,CUST652,Female,34,Beauty,2,50,100,San Francisco,Cash,Returning,8.06,91.94,Monday,Billy Hamilton,0.030303030303030304,0.029058827688252135
653,2023-05-20,CUST653,Male,54,Clothing,3,25,75,New York,Debit Card,VIP,12.3,65.775,Saturday,Nicholas Wolf,0.020202020202020204,0.01848812487690575
654,2023-06-21,CUST654,Male,42,Clothing,3,25,75,Boston,Mobile Payment,New,4.01,71.99249999999999,Wednesday,Joyce Barnes,0.020202020202020204,0.021000005050020448
655,2023-06-13,CUST655,Female,55,Clothing,1,500,500,Seattle,Mobile Payment,New,17.95,410.25,Tuesday,Wendy Owens MD,0.1919191919191919,0.15765658850918346
656,2023-10-04,CUST656,Male,29,Beauty,3,30,90,San Francisco,Cash,VIP,1.06,89.04599999999999,Wednesday,Steven Ramsey,0.026262626262626262,0.027889646953070155
657,2023-02-11,CUST657,Male,40,Clothing,1,25,25,San Francisco,Credit Card,Returning,15.84,21.04,Saturday,Joyce Barnes,0.0,0.00041511168120230877
658,2023-03-12,CUST658,Male,59,Clothing,1,25,25,Houston,Credit Card,New,2.24,24.44,Sunday,Joyce Barnes,0.0,0.00178871724430484
659,2023-03-19,CUST659,Female,39,Electronics,1,30,30,Seattle,Debit Card,New,6.89,27.933,Sunday,Donna Lewis,0.00202020202020202,0.0031998949595745865
660,2023-04-29,CUST660,Female,38,Beauty,2,500,1000,Miami,Credit Card,Returning,19.26,807.4,Saturday,Terri Reilly,0.3939393939393939,0.3181058383286452
661,2023-07-16,CUST661,Female,44,Clothing,4,25,100,Boston,Mobile Payment,Returning,14.65,85.35000000000001,Sunday,Sarah Farley,0.030303030303030304,0.026396456905650467
662,2023-12-22,CUST662,Male,48,Beauty,2,500,1000,Los Angeles,Cash,New,6.43,935.7,Friday,David Saunders,0.3939393939393939,0.3699392482539554
663,2023-03-20,CUST663,Male,23,Clothing,4,300,1200,New York,Cash,VIP,14.98,1020.24,Monday,Kevin Mitchell,0.47474747474747475,0.4040935465788636
664,2023-12-28,CUST664,Female,44,Clothing,4,500,2000,Miami,Mobile Payment,Returning,9.52,1809.6,Thursday,Mr. Timothy Kent Jr.,0.797979797979798,0.7229962781349263
665,2023-04-20,CUST665,Male,57,Clothing,1,50,50,Chicago,Credit Card,VIP,15.25,42.375,Thursday,Billy Hamilton,0.010101010101010102,0.009034486589670689
666,2023-02-02,CUST666,Male,51,Electronics,3,50,150,San Francisco,Credit Card,Returning,2.17,146.745,Thursday,Kevin Mitchell,0.050505050505050504,0.05120013736055631
667,2023-08-01,CUST667,Female,29,Electronics,1,500,500,Chicago,Debit Card,New,12.25,438.75,Tuesday,Kevin Mitchell,0.1919191919191919,0.1691706351410723
668,2023-07-28,CUST668,Female,62,Electronics,3,50,150,Boston,Cash,VIP,0.43,149.35500000000002,Friday,Philip Mcbride,0.050505050505050504,0.05225458163105561
669,2023-06-19,CUST669,Male,24,Beauty,4,300,1200,Houston,Mobile Payment,VIP,18.12,982.56,Monday,Terri Reilly,0.47474747474747475,0.3888707649265979
670,2023-10-05,CUST670,Male,27,Beauty,1,30,30,Los Angeles,Cash,New,13.4,25.98,Thursday,Sarah Farley,0.00202020202020202,0.002410879764063045
671,2023-08-27,CUST671,Male,62,Electronics,3,50,150,Seattle,Mobile Payment,New,9.28,136.08,Sunday,Thomas Jackson,0.050505050505050504,0.04689145991041264
672,2023-08-01,CUST672,Female,34,Beauty,2,50,100,Los Angeles,Credit Card,Returning,13.92,86.08,Tuesday,Nicholas Wolf,0.030303030303030304,0.026691378100081303
673,2023-02-01,CUST673,Female,43,Clothing,3,500,1500,Houston,Credit Card,Returning,18.54,1221.9,Wednesday,Tara Herrera,0.5959595959595959,0.48556451653629196
674,2023-04-16,CUST674,Female,38,Clothing,1,300,300,Miami,Debit Card,New,6.23,281.31,Sunday,Tara Herrera,0.1111111111111111,0.10556461753670102
675,2023-08-04,CUST675,Female,45,Clothing,2,30,60,Miami,Cash,New,4.27,57.438,Friday,Nicholas Wolf,0.014141414141414142,0.015119963235851104
676,2023-07-19,CUST676,Male,63,Electronics,3,500,1500,Houston,Credit Card,VIP,6.8,1398.0,Wednesday,David Nguyen,0.5959595959595959,0.5567092046722789
677,2023-10-27,CUST677,Female,19,Beauty,3,500,1500,San Francisco,Debit Card,New,10.97,1335.45,Friday,Steven Ramsey,0.5959595959595959,0.5314389023275544
678,2023-12-23,CUST678,Female,60,Electronics,3,300,900,Boston,Cash,VIP,9.23,816.93,Saturday,Steven Ramsey,0.35353535353535354,0.32195597392169434
679,2023-01-11,CUST679,Female,18,Beauty,3,30,90,San Francisco,Credit Card,New,13.66,77.70599999999999,Wednesday,Sarah Farley,0.026262626262626262,0.023308268398487007
680,2023-10-22,CUST680,Female,53,Clothing,3,300,900,Chicago,Credit Card,VIP,6.6,840.5999999999999,Sunday,Russell Dunn,0.35353535353535354,0.33151869265070516
681,2023-07-14,CUST681,Female,43,Electronics,2,30,60,Boston,Mobile Payment,Returning,14.42,51.348,Friday,Kathryn Baker,0.014141414141414142,0.012659593271352748
682,2023-09-02,CUST682,Male,46,Beauty,4,300,1200,Chicago,Mobile Payment,New,12.34,1051.92,Saturday,Russell Dunn,0.47474747474747475,0.4168923184138896
683,2023-01-04,CUST683,Male,38,Beauty,2,500,1000,San Francisco,Credit Card,VIP,11.57,884.3,Wednesday,Lisa Riley,0.3939393939393939,0.34917356415293477
684,2023-06-30,CUST684,Female,28,Clothing,2,500,1000,Los Angeles,Debit Card,New,3.99,960.1,Friday,Richard Harris,0.3939393939393939,0.3797968881773971
685,2023-06-02,CUST685,Male,57,Electronics,2,25,50,Boston,Debit Card,New,2.17,48.915,Friday,Joyce Barnes,0.010101010101010102,0.011676657290462026
686,2023-07-19,CUST686,Female,28,Electronics,4,50,200,Miami,Credit Card,New,7.25,185.5,Wednesday,Wendy Owens MD,0.0707070707070707,0.06685722077174412
687,2023-08-03,CUST687,Female,53,Electronics,1,300,300,Boston,Credit Card,Returning,11.28,266.16,Thursday,Terri Reilly,0.1111111111111111,0.09944399274817063
688,2023-10-03,CUST688,Male,56,Clothing,4,25,100,Houston,Debit Card,New,0.06,99.94,Tuesday,Richard Harris,0.030303030303030304,0.032290840777905144
689,2023-10-07,CUST689,Male,57,Electronics,2,50,100,Los Angeles,Credit Card,VIP,10.73,89.27000000000001,Saturday,Benjamin Martinez,0.030303030303030304,0.027980143319580444
690,2023-11-05,CUST690,Female,52,Clothing,3,300,900,San Francisco,Mobile Payment,New,0.51,895.41,Sunday,Benjamin Martinez,0.35353535353535354,0.3536620223311904
691,2023-04-23,CUST691,Female,51,Clothing,3,30,90,Chicago,Cash,VIP,15.04,76.464,Sunday,Kevin Mitchell,0.026262626262626262,0.02280649836631838
692,2023-09-07,CUST692,Female,64,Clothing,2,50,100,Seattle,Debit Card,Returning,2.37,97.63,Thursday,Nicholas Wolf,0.030303030303030304,0.03135759699826784
693,2023-04-23,CUST693,Male,41,Beauty,3,500,1500,Seattle,Mobile Payment,Returning,5.32,1420.2,Sunday,Kevin Mitchell,0.5959595959595959,0.565678040996066
694,2023-05-20,CUST694,Female,39,Electronics,2,25,50,Houston,Credit Card,New,8.58,45.71,Saturday,Lisa Riley,0.010101010101010102,0.010381832046419789
695,2023-08-12,CUST695,Female,22,Electronics,3,50,150,New York,Credit Card,Returning,18.14,122.79,Saturday,Donna Lewis,0.050505050505050504,0.041522278165226564
696,2023-09-06,CUST696,Female,50,Clothing,4,50,200,New York,Credit Card,Returning,5.91,188.18,Wednesday,Tara Herrera,0.0707070707070707,0.06793994515677788
697,2023-01-15,CUST697,Male,53,Clothing,1,500,500,Seattle,Credit Card,Returning,13.33,433.35,Sunday,Tara Herrera,0.1919191919191919,0.16698902630555654
698,2023-07-19,CUST698,Female,64,Electronics,1,300,300,Seattle,Cash,New,10.69,267.93,Wednesday,Kevin Mitchell,0.1111111111111111,0.10015907564425636
699,2023-06-22,CUST699,Female,37,Clothing,4,30,120,New York,Debit Card,VIP,16.48,100.224,Thursday,Tara Herrera,0.03838383838383838,0.03240557724258783
700,2023-12-09,CUST700,Male,36,Electronics,4,500,2000,New York,Debit Card,New,15.62,1687.6,Saturday,Tara Herrera,0.797979797979798,0.6737080785177179
701,2023-12-14,CUST701,Female,52,Beauty,2,30,60,Miami,Credit Card,New,4.78,57.132000000000005,Thursday,Tara Herrera,0.014141414141414142,0.014996338735171878
702,2023-07-27,CUST702,Female,60,Clothing,2,300,600,Seattle,Debit Card,Returning,8.96,546.24,Thursday,Russell Dunn,0.23232323232323232,0.2125967710169226
703,2023-03-26,CUST703,Male,34,Electronics,2,50,100,Boston,Credit Card,VIP,14.72,85.28,Sunday,Donna Lewis,0.030303030303030304,0.026368176791116003
704,2023-08-28,CUST704,Female,62,Clothing,3,30,90,Miami,Credit Card,New,14.61,76.851,Monday,Tara Herrera,0.026262626262626262,0.022962846999530346
705,2023-03-07,CUST705,Male,60,Electronics,2,25,50,Boston,Credit Card,VIP,7.72,46.14,Tuesday,Joyce Barnes,0.010101010101010102,0.010555552749988636
706,2023-11-15,CUST706,Male,51,Electronics,4,25,100,Seattle,Cash,Returning,18.7,81.3,Wednesday,Sarah Farley,0.030303030303030304,0.024760250279013626
707,2023-10-01,CUST707,Female,26,Clothing,1,500,500,San Francisco,Credit Card,VIP,15.27,423.65,Sunday,David Saunders,0.1919191919191919,0.16307021043435224
708,2023-01-14,CUST708,Female,43,Beauty,3,300,900,Boston,Mobile Payment,New,17.26,744.66,Saturday,Philip Mcbride,0.35353535353535354,0.2927587756730414
709,2023-07-21,CUST709,Female,19,Electronics,2,500,1000,Los Angeles,Mobile Payment,New,15.63,843.7,Friday,Kevin Mitchell,0.3939393939393939,0.3327710977229458
710,2023-10-31,CUST710,Female,26,Electronics,3,500,1500,Los Angeles,Debit Card,Returning,4.28,1435.8000000000002,Tuesday,Thomas Jackson,0.5959595959595959,0.5719804665208894
711,2023-10-16,CUST711,Male,26,Electronics,3,500,1500,New York,Cash,VIP,14.71,1279.35,Monday,Wendy Owens MD,0.5959595959595959,0.5087744105363626
712,2023-12-06,CUST712,Female,57,Beauty,2,25,50,San Francisco,Cash,Returning,0.72,49.64,Wednesday,Lisa Riley,0.010101010101010102,0.01196955847671183
713,2023-01-14,CUST713,Male,34,Beauty,3,25,75,Miami,Mobile Payment,VIP,8.24,68.82,Saturday,Terri Reilly,0.020202020202020204,0.019718309859154924
714,2023-02-12,CUST714,Female,18,Clothing,1,500,500,San Francisco,Mobile Payment,New,19.67,401.65,Sunday,Benjamin Martinez,0.1919191919191919,0.15418217443780646
715,2023-11-26,CUST715,Female,42,Beauty,4,25,100,Houston,Credit Card,Returning,5.47,94.53,Sunday,Benjamin Martinez,0.030303030303030304,0.030105191926027296
716,2023-08-08,CUST716,Female,60,Clothing,4,300,1200,Seattle,Cash,New,16.92,996.96,Tuesday,Benjamin Martinez,0.47474747474747475,0.39468838848797333
717,2023-03-11,CUST717,Male,57,Clothing,1,500,500,New York,Mobile Payment,Returning,0.55,497.25,Saturday,Kathryn Baker,0.1919191919191919,0.19280473085915997
718,2023-08-25,CUST718,Female,59,Beauty,3,25,75,San Francisco,Debit Card,VIP,8.76,68.42999999999999,Friday,Benjamin Martinez,0.020202020202020204,0.01956074922103434
719,2023-04-04,CUST719,Female,42,Clothing,2,30,60,New York,Debit Card,Returning,4.6,57.24,Tuesday,Mr. Timothy Kent Jr.,0.014141414141414142,0.015039970911882194
720,2023-01-26,CUST720,Female,56,Beauty,3,500,1500,Boston,Debit Card,Returning,3.52,1447.2,Thursday,Steven Ramsey,0.5959595959595959,0.576586085173645
721,2023-05-14,CUST721,Female,52,Clothing,1,500,500,New York,Cash,VIP,2.68,486.6,Sunday,Mr. Timothy Kent Jr.,0.1919191919191919,0.1885021134335594
722,2023-07-14,CUST722,Male,20,Beauty,3,300,900,Los Angeles,Cash,VIP,10.87,802.17,Friday,Nicholas Wolf,0.35353535353535354,0.3159929097712845
723,2023-06-17,CUST723,Female,54,Beauty,4,50,200,Boston,Debit Card,VIP,15.77,168.46,Saturday,Terri Reilly,0.0707070707070707,0.059973032890783214
724,2023-04-19,CUST724,Male,61,Clothing,3,50,150,Los Angeles,Debit Card,Returning,16.37,125.445,Wednesday,Thomas Jackson,0.050505050505050504,0.04259490250935516
725,2023-08-21,CUST725,Male,61,Electronics,1,300,300,Miami,Mobile Payment,VIP,19.9,240.3,Monday,Russell Dunn,0.1111111111111111,0.08899651043586727
726,2023-06-17,CUST726,Male,47,Clothing,4,300,1200,Los Angeles,Cash,Returning,11.35,1063.8000000000002,Saturday,David Saunders,0.47474747474747475,0.42169185785202434
727,2023-06-22,CUST727,Male,55,Beauty,3,300,900,Houston,Cash,Returning,14.86,766.26,Thursday,Wendy Owens MD,0.35353535353535354,0.30148521101510456
728,2023-07-14,CUST728,Male,51,Electronics,3,50,150,San Francisco,Credit Card,New,14.33,128.505,Friday,Richard Harris,0.050505050505050504,0.04383114751614743
729,2023-05-23,CUST729,Male,29,Clothing,4,300,1200,San Francisco,Cash,New,8.26,1100.88,Tuesday,Billy Hamilton,0.47474747474747475,0.43667223852256604
730,2023-08-04,CUST730,Female,36,Clothing,2,25,50,Boston,Cash,Returning,14.41,42.795,Friday,Kevin Mitchell,0.010101010101010102,0.009204167276877472
731,2023-05-10,CUST731,Male,54,Clothing,4,500,2000,San Francisco,Credit Card,New,17.3,1654.0,Wednesday,Kathryn Baker,0.797979797979798,0.6601336235411753
732,2023-02-11,CUST732,Male,61,Electronics,2,500,1000,Houston,Cash,New,6.38,936.2,Saturday,Philip Mcbride,0.3939393939393939,0.3701412490720587
733,2023-08-29,CUST733,Male,34,Beauty,1,30,30,New York,Mobile Payment,VIP,2.47,29.259,Tuesday,Sarah Farley,0.00202020202020202,0.0037356011291845735
734,2023-01-10,CUST734,Female,27,Clothing,1,30,30,Boston,Debit Card,VIP,17.4,24.78,Tuesday,David Saunders,0.00202020202020202,0.001926077800615093
735,2023-10-04,CUST735,Female,64,Clothing,4,500,2000,San Francisco,Debit Card,Returning,15.85,1683.0,Wednesday,Billy Hamilton,0.797979797979798,0.6718496709911674
736,2023-01-27,CUST736,Male,29,Clothing,4,25,100,New York,Debit Card,New,13.44,86.56,Friday,Kevin Mitchell,0.030303030303030304,0.026885298885460485
737,2023-06-29,CUST737,Female,33,Clothing,1,50,50,Seattle,Mobile Payment,Returning,2.44,48.78,Thursday,Philip Mcbride,0.010101010101010102,0.011622117069574132
738,2023-04-25,CUST738,Male,41,Clothing,2,50,100,Seattle,Debit Card,New,5.65,94.35,Tuesday,Sarah Farley,0.030303030303030304,0.030032471631510103
739,2023-11-29,CUST739,Male,36,Beauty,1,25,25,Chicago,Debit Card,New,2.62,24.345,Wednesday,Tara Herrera,0.0,0.0017503370888652097
740,2023-02-05,CUST740,Female,25,Beauty,4,50,200,New York,Debit Card,VIP,12.74,174.52,Sunday,Richard Harris,0.0707070707070707,0.06242128280619537
741,2023-11-30,CUST741,Male,48,Clothing,1,300,300,Seattle,Credit Card,Returning,7.69,276.93,Thursday,Wendy Owens MD,0.1111111111111111,0.103795090370116
742,2023-01-21,CUST742,Female,38,Electronics,4,500,2000,Miami,Debit Card,VIP,2.42,1951.6,Saturday,Kathryn Baker,0.797979797979798,0.7803645104762673
743,2023-01-16,CUST743,Female,34,Beauty,4,500,2000,New York,Mobile Payment,VIP,14.16,1716.8000000000002,Monday,Philip Mcbride,0.797979797979798,0.6855049262949515
744,2023-05-07,CUST744,Male,40,Electronics,1,25,25,Houston,Credit Card,New,10.9,22.275,Sunday,Wendy Owens MD,0.0,0.0009140537019174924
745,2023-04-13,CUST745,Male,54,Beauty,2,50,100,Houston,Debit Card,New,1.85,98.15,Thursday,Nicholas Wolf,0.030303030303030304,0.03156767784909529
746,2023-01-11,CUST746,Female,33,Clothing,3,30,90,Houston,Debit Card,Returning,14.14,77.274,Wednesday,Philip Mcbride,0.026262626262626262,0.023133739691645748
747,2023-11-15,CUST747,Male,23,Beauty,1,30,30,San Francisco,Cash,Returning,9.32,27.204,Wednesday,David Nguyen,0.00202020202020202,0.0029053777667799557
748,2023-03-20,CUST748,Male,25,Clothing,3,50,150,Los Angeles,Debit Card,Returning,3.99,144.015,Monday,Philip Mcbride,0.050505050505050504,0.05009721289371221
749,2023-05-03,CUST749,Male,42,Beauty,1,30,30,San Francisco,Cash,Returning,11.47,26.559,Wednesday,Lisa Riley,0.00202020202020202,0.002644796711426682
750,2023-03-06,CUST750,Female,35,Clothing,3,25,75,Boston,Cash,Returning,9.27,68.0475,Monday,Benjamin Martinez,0.020202020202020204,0.019406218595185307
751,2023-08-31,CUST751,Female,42,Clothing,2,25,50,Boston,Mobile Payment,VIP,16.29,41.855,Thursday,Lisa Riley,0.010101010101010102,0.00882440573884324
752,2023-12-09,CUST752,Male,29,Clothing,2,50,100,New York,Mobile Payment,New,17.17,82.83,Saturday,Nicholas Wolf,0.030303030303030304,0.025378372782409765
753,2023-02-28,CUST753,Female,32,Clothing,1,30,30,Seattle,Debit Card,New,15.54,25.338,Tuesday,Donna Lewis,0.00202020202020202,0.0021515107136183906
754,2023-10-16,CUST754,Female,43,Electronics,4,25,100,Seattle,Mobile Payment,New,15.09,84.91,Monday,Benjamin Martinez,0.030303030303030304,0.026218696185719547
755,2023-04-22,CUST755,Female,58,Clothing,3,25,75,Chicago,Mobile Payment,New,12.66,65.505,Saturday,Nicholas Wolf,0.020202020202020204,0.018379044435129957
756,2023-08-27,CUST756,Female,62,Electronics,4,300,1200,Houston,Debit Card,VIP,5.01,1139.88,Sunday,Sarah Farley,0.47474747474747475,0.45242830233462444
757,2023-12-25,CUST757,Female,43,Electronics,4,300,1200,Houston,Mobile Payment,VIP,14.39,1027.32,Monday,Kevin Mitchell,0.47474747474747475,0.4069538781632065
758,2023-05-12,CUST758,Male,64,Clothing,4,25,100,Chicago,Debit Card,Returning,12.52,87.48,Friday,Thomas Jackson,0.030303030303030304,0.027256980390770583
759,2023-07-08,CUST759,Male,49,Electronics,2,50,100,Chicago,Debit Card,Returning,9.12,90.88,Saturday,Terri Reilly,0.030303030303030304,0.02863058595387311
760,2023-03-27,CUST760,Male,27,Beauty,1,500,500,Houston,Credit Card,New,14.02,429.9,Monday,Philip Mcbride,0.1919191919191919,0.16559522066064367
761,2023-11-07,CUST761,Female,33,Clothing,1,500,500,Miami,Cash,New,7.48,462.6,Tuesday,Wendy Owens MD,0.1919191919191919,0.17880607416460037
762,2023-11-07,CUST762,Female,24,Electronics,2,25,50,Miami,Cash,VIP,12.58,43.71,Tuesday,Joyce Barnes,0.010101010101010102,0.009573828774006535
763,2023-02-28,CUST763,Male,34,Clothing,2,25,50,New York,Mobile Payment,VIP,13.8,43.1,Tuesday,Kathryn Baker,0.010101010101010102,0.009327387775920492
764,2023-03-25,CUST764,Female,40,Clothing,1,25,25,Boston,Cash,VIP,18.42,20.395,Saturday,Donna Lewis,0.0,0.0001545306258490348
765,2023-06-09,CUST765,Male,43,Clothing,4,50,200,Boston,Debit Card,New,3.28,193.44,Friday,Donna Lewis,0.0707070707070707,0.07006499376322474
